text,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
"With your permission, Chair, I will now proceed to answer the question I received from Mr Thijssen regarding one-on-one business. I can reassure Mr Thijssen on this point, for in the usual course of diplomatic relations, Member States naturally hold normal meetings with one another, including for the promotion of trade. Competence regarding trade policy naturally rests with the Commission. There are absolutely no ambiguities regarding this. I hope to reassure Mr Thijssen with this.",1,75,89.52,40.06,19.26,81.12,15,34.67,85.33,56,49.33,12,6.67,5.33,0,1.33,0,0,5.33,14.67,5.33,1.33,18.67,4,6.67,0,1.33,6.67,4,2.67,4,1.33,1.33,1.33,20,1.33,10.67,2.67,1.33,2.67,4,1.33,1.33,0,4,4,0,1.33,1.33,0,0,0,0,0,24,20,0,9.33,0,1.33,4,6.67,0,0,0,4,1.33,1.33,0,0,6.67,0,0,6.67,4,0,0,0,0,0,0,0,0,0,0,0,1.33,1.33,0,0,0,1.33,0,0,4,2.67,0,0,2.67,0,0,0,4,1.33,4,2.67,1.33,0,1.33,0,0,16,6.67,6.67,0,0,0,2.67,0
"Now, don't make it sound unattractive. But I will give a serious answer. I am talking about — I will come back to this later — convicted criminals who hold dual nationality. I believe that their nationality should be revoked if they have been convicted and if they hold multiple nationalities. That is already possible. As far as I am concerned, we should extend that to antisemitism. I would also like to see them indeed deported from the Netherlands in that case. That is not easy. That won't be arranged tomorrow. So, that does not apply to everyone. My message to Muslims in the Netherlands — I have said this before — is actually quite simple: if you abide by our rules, values, and laws, then as far as I am concerned, you are welcome to stay here. I mean that sincerely. You can achieve anything in the Netherlands. There are also many people within the Muslim community who work hard, build careers, study, and do absolutely nothing wrong. I feel no need whatsoever to ask those people to leave the Netherlands. But if you don't do that, if you start applying Sharia-like practices, such as antisemitism, honor killings, female genital mutilation, violence against homosexuals, and you name it, if you don't abide by our rules, then please leave. Leave. Leave voluntarily as far as I'm concerned, but leave. The difference between you and me, then, is that I want to limit myself to people who have committed a crime. Perhaps that is no difference; perhaps you think so too. I want to remove people from the Netherlands if they have committed a crime. Then I want to ask them to leave and even compel them to go. According to the law, they then qualify for denaturalization. Then I want to do that. I have no ambition whatsoever to get people out of the Netherlands who abide by the rules in this country and who are simply leading a good life here.",1,328,10.33,43.65,72.06,28.37,13.12,19.82,91.16,76.83,62.5,20.12,13.41,5.79,0.91,2.74,0,2.44,6.71,11.89,4.27,0,12.8,10.37,6.1,10.67,3.05,19.21,5.49,0.91,6.4,1.52,2.74,2.44,24.39,1.52,14.02,1.83,0.61,2.74,3.66,1.83,4.57,0,3.96,1.83,1.22,1.22,0.3,0,0,0,0,0,15.24,4.27,0.3,0.91,0.3,0.91,1.83,10.37,0,0,0.3,0,1.52,0.3,1.22,0,2.13,0,0,1.52,0,0.61,0.91,0,0,0,0,0,0.61,0,0.3,0.61,1.22,0.3,0,0,0,0,0,0,11.89,8.84,0,2.44,5.79,0.3,0.3,0.61,3.66,0.91,6.1,1.22,0.3,0,0.3,0,0,16.77,7.62,6.71,0,0,1.52,0.91,0
"No, not at all. The point is the following. The Minister has now decided — and we as a party support this — to halt asylum decisions for all applications that have already been submitted. All new applications will not be processed yet either. Consequently, a number of the people whose applications have already been processed are now status holders. These people would like to bring their families over. But who says that there are no people in those families who were part of the regime? Surely they must also undergo the same check? Surely they must receive the same treatment as all other new applications?",1,104,26.1,45.74,30.98,94.96,11.56,20.19,91.35,75,63.46,11.54,6.73,0,0.96,0,0,2.88,4.81,22.12,8.65,0,9.62,13.46,8.65,5.77,3.85,19.23,5.77,5.77,5.77,3.85,0,1.92,37.5,5.77,17.31,1.92,0.96,4.81,0.96,1.92,7.69,0,5.77,5.77,0,1.92,1.92,0,0,0,0,0,15.38,3.85,0.96,0,0,0,0.96,11.54,1.92,0,0,0,0.96,0.96,0,0,4.81,0.96,0,3.85,0,0,0,0,0,0,0,0,0,0,0,1.92,0,0.96,0,0,0,0,0.96,0,9.62,4.81,0.96,0.96,2.88,0,0,0,6.73,5.77,6.73,0.96,0,0,0,0,0,10.58,5.77,1.92,2.88,0,0,0,0
"I leave the House's judgment regarding the motion on document no. 126. I have a meeting with the NZa in any case and can include this in that. Then I come to the motion on document no. 127. That has been advised against. As is known, I cannot and may not interfere with collective labour agreement negotiations. I see that the collective labour agreement for pharmacy assistants is lagging behind. We do indeed have OVA funds, and that portion is indeed reserved for pharmacy assistants. I can point this out, but I cannot intervene. I am not permitted to do so.",1,101,24.31,1,80.06,,9.18,22.77,86.14,71.29,62.38,14.85,8.91,7.92,0.99,0,0,0,5.94,14.85,5.94,1.98,13.86,14.85,2.97,6.93,5.94,20.79,1.98,0.99,4.95,2.97,0,1.98,21.78,1.98,13.86,2.97,0.99,3.96,1.98,1.98,5.94,0,0,0,0,0,0,0,0,0,0,0,7.92,4.95,0.99,0.99,0,0,2.97,2.97,0,0,0,0,0,0,0,0,6.93,0,0,5.94,0.99,0,1.98,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93,8.91,0,3.96,4.95,0.99,0,0,0.99,2.97,8.91,0.99,0,0,0,0,0,14.85,10.89,2.97,0,0,0.99,0,0
"I don't think we understand each other. You listed what you have already done. You dismissed suggestions from several Members of Parliament and made a promise to look into how you can collect outstanding money from fare dodgers. That is what I understood. Well, fine that you are doing that, but it doesn't help the people in Ter Apel at all. What are you going to do differently after today than what you have already rattled off? Perhaps you could say that again. Maybe I missed it. It must be me. But what are you going to do?",1,98,2.35,92.48,37.24,68.42,9.8,16.33,94.9,80.61,71.43,26.53,14.29,4.08,1.02,9.18,0,0,12.24,10.2,2.04,0,12.24,15.31,8.16,5.1,2.04,25.51,2.04,2.04,6.12,3.06,1.02,2.04,31.63,1.02,17.35,4.08,2.04,4.08,2.04,3.06,5.1,0,5.1,4.08,1.02,0,0,0,0,0,0,0,17.35,5.1,1.02,0,0,0,2.04,12.24,0,0,0,0,1.02,1.02,0,0,1.02,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,6.12,3.06,1.02,0,2.04,1.02,0,0,5.1,7.14,8.16,4.08,0,0,0,0,0,14.29,8.16,2.04,2.04,0,2.04,0,0
"Thank you, Chair. Five years ago, the Dutch Red Cross started providing food aid — I repeat: food aid — in our own wealthy country. That is for working parents who are in debt and for people who call in a panic because there is only a carton of milk left in the fridge, but also for migrant workers who have nowhere to go. The Red Cross wonders whether it will ever be able to scale down this aid in the Netherlands. They say that the problems are growing and that the government really needs to come up with a solution. That is what we are here for. Billions for militarization are flying around us — there is money for that, enough even — while poverty in the Netherlands is becoming increasingly severe.",1,129,57.83,84.92,91.21,12.18,18.43,17.83,96.12,75.19,60.47,13.95,6.98,0.78,2.33,0.78,0,0.78,6.98,15.5,7.75,1.55,15.5,9.3,7.75,5.43,0.78,19.38,3.88,4.65,10.08,3.1,2.33,4.65,20.16,1.55,6.98,1.55,0.78,0.78,0.78,0.78,1.55,0,2.33,0.78,1.55,0.78,0,0.78,0.78,0,0,0,13.95,4.65,3.1,0.78,0,0,2.33,8.53,0.78,0,0,0,3.1,1.55,1.55,0,5.43,0,0.78,1.55,3.1,0,3.1,0,0,0,0,0,0,3.1,0,0.78,0,0,0.78,0.78,0,0,0,0.78,6.98,17.83,0,3.88,13.95,1.55,0,0,4.65,1.55,8.53,0.78,0,0,0,0,0,9.3,5.43,3.1,0,0,0,0.78,0
"""That means adhering to the Constitution, laws, treaties, European and international law, and legal principles."" That is the first point of the common baseline for safeguarding fundamental rights, which was necessary to bring about this cabinet and this coalition. Closing borders, preventing food, water, and medical supplies—which are currently in severe shortage in hospitals in Gaza—from entering the country, and withholding food, water, medical supplies, and other forms of humanitarian aid: these are war crimes. That cannot be denied, not even by you. What are you going to do? We can discuss here that you must condemn it. It is a disgrace that you are not doing so. That is just about the easiest thing to do. But there is also something else to do to exert pressure so that those borders open and water, food, medical supplies, and humanitarian aid can come that way again, and so that those war crimes can be tackled and corrected. These include, for example, sanctions and suspending the EU Association Agreement. You have a European Council. Are you going to advocate there to terminate that treaty?",1,185,13.1,52.96,20.17,9.74,15.42,25.95,87.57,67.03,57.84,16.22,3.78,0,0.54,3.24,0,0,12.43,14.05,4.32,0.54,10.27,11.89,7.57,8.65,1.62,17.3,7.03,0.54,7.03,1.62,0,5.41,15.14,0,7.57,0.54,0,2.7,0.54,0,4.32,0,4.32,1.62,2.7,0,0,0,0,0,0,0,9.73,4.86,2.7,0,0,1.62,0.54,4.32,0,0,0,0,3.24,2.16,1.08,0,2.7,0,0,2.7,0,0,3.78,2.16,0.54,0,0,0,0,1.62,0,1.08,0,0,0.54,0,0,0,0.54,0,3.24,9.19,0,2.7,7.03,0,0,0,1.62,1.62,8.11,2.16,0,0,0,0,0,18.38,5.41,10.27,1.08,0,0,1.62,0
"Chair, thank you. I will begin with the questions. Mr. Bamenga asks whether I can inform the House of Representatives about the discretionary scope for humanitarian resources. I can assure Mr. Bamenga that I will include this point in my answers to the questions regarding the first supplementary budget. That will be submitted to your House shortly. So, I can promise you that. Ms. Dobbe asked where the weapons in the conflicts in the DRC and Sudan come from. She asked: how can you ensure that no weapons enter Sudan and the DRC from the Netherlands or via the Netherlands? It is indeed concerning that weapons are ending up there. The Cabinet shares those concerns. The Netherlands is discussing this worrying situation with regional partners and emphasizes the necessity of an end to the conflict and the importance of compliance with the UN arms embargo in Darfur. During the Council of State meeting last November, the Netherlands also drew the attention of Member States to the risk of weapons being diverted to Sudan. Chair. I will now turn to the motions.",1,181,87.08,49.92,42.84,20.23,12.93,24.86,81.77,64.09,54.7,11.6,6.63,3.87,0,2.21,0.55,0,4.97,19.34,12.71,0.55,14.36,7.18,4.97,4.42,0.55,16.02,1.1,1.1,3.31,1.1,0,2.21,19.34,0.55,9.39,3.31,1.1,2.21,1.66,1.66,1.1,0,2.21,1.1,1.1,0.55,0,0.55,0.55,0,0,0,13.81,9.94,1.66,2.76,0.55,0.55,4.42,4.97,0,0,1.1,1.1,1.66,1.66,0,0,2.76,0,0.55,1.66,0.55,0,0.55,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0.55,0,2.21,7.73,1.1,2.21,4.97,0,0,0,4.42,1.66,4.97,2.21,0,0,0,0,0,11.6,8.84,1.66,0.55,0,0,0.55,0
"Well, to be honest, I don't want to jump to conclusions on that either. We look at Eindhoven Airport. It is perfectly possible to do both there. I think there is a need for both in this country. We will see what we can do here at this airport.",1,49,14.33,64.19,37.24,82.06,9.8,14.29,93.88,85.71,71.43,20.41,10.2,4.08,6.12,0,0,0,10.2,14.29,2.04,0,18.37,16.33,10.2,2.04,2.04,26.53,4.08,4.08,8.16,6.12,2.04,0,30.61,0,22.45,4.08,0,6.12,2.04,8.16,2.04,0,4.08,4.08,0,0,0,0,0,0,0,0,8.16,0,0,0,0,0,0,6.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,2.04,0,0,0,0,0,0,0,10.2,16.33,2.04,2.04,10.2,4.08,0,0,0,0,8.16,2.04,0,0,0,0,0,16.33,10.2,4.08,0,0,2.04,0,0
"I can give the House my opinion on the motion regarding document no. 1227, provided I may interpret it to mean that I will enter into dialogue with NS regarding the measures they are taking to improve the cleanliness of trains and that I will inform the House about this. If you say ""you must interpret it differently,"" then I must unfortunately advise against it.",1,65,27.08,7.93,81.58,43.1,21.67,21.54,92.31,70.77,63.08,23.08,13.85,9.23,0,3.08,0,1.54,9.23,15.38,7.69,1.54,12.31,10.77,4.62,4.62,1.54,18.46,0,0,1.54,0,1.54,0,27.69,1.54,18.46,7.69,0,4.62,3.08,0,4.62,0,1.54,1.54,0,0,0,0,0,0,0,0,20,15.38,1.54,3.08,0,0,9.23,4.62,0,0,0,0,0,0,0,0,3.08,0,3.08,0,0,0,0,0,0,0,0,0,0,0,0,3.08,0,1.54,0,0,0,0,0,0,4.62,4.62,0,3.08,1.54,0,0,0,1.54,1.54,4.62,4.62,0,0,0,0,0,10.77,4.62,3.08,0,0,0,3.08,0
"There has actually been good research, because that research showed that this pyramid scheme of just keep bringing people in does not work. The population will grow, grow, grow: it has to stop at some point. That is why we ask this Minister to present his productivity agenda to actually reduce the dependence on low-paid migrant workers, for example by innovating. We all know the asparagus harvesting machine currently being tested, which can relieve a lot of pressure. Labor-saving technology can be deployed, but also working smarter in low-paid sectors. These are all possibilities that we want to explore, that the Cabinet is exploring, whereby we actually become less dependent on low-paid migrant workers. Because it has to stop at some point. We cannot, whatever that advisory council said, just keep bringing people in. The Netherlands is only a small country. We have already reached our maximum. So we have to start thinking differently. We have to dare to do that. We have that courage. I trust that the Minister has this courage too. Then I will continue. The PVV has questions for the Minister regarding the feasibility of the mandatory disability insurance for the self-employed, as announced in the coalition programme. There is much criticism from the Tax and Customs Administration and the UWV concerning the complexity and feasibility, with assessments of ""unfeasible"" and ""unfeasible, unless"". The Tax and Customs Administration states that no effective date can be set, as the legislative proposal is unfeasible. The UWV indicates that implementation is in any case not possible before January 1, 2030, and possibly not even afterwards, unless there is an amendment to the broader disability system. The Minister indicated in his letter that he will study this immediately, but can he already give us an initial response? What is he likely to do? Although the mandatory disability insurance has been postponed, the PVV continues to advocate for an opt-out for self-employed individuals who can demonstrably prove they are sufficiently covered regarding their own disability risk. Self-employed individuals who cover their risk through private insurance, savings, or initiatives such as a mutual fund should have the option to opt out. What is the Minister's view on this? According to the Minister's letter regarding labor market policy, the Minister of Economic Affairs, together with the State Secretary for Public Transport and the Environment, is examining the consequences of trip logging for entrepreneurs and workers. Does the Minister of Social Affairs and Employment share the PVV's view that this measure causes a heavy regulatory burden for many entrepreneurs and workers? Is he prepared to advocate for the abolition of trip logging to reduce the regulatory burden on the labor market, as indicated in the coalition programme? To conclude: The PVV remains committed to advocating for significantly less labor migration to the Netherlands, making work more rewarding, and tackling fraudulent employment agencies and malicious self-employment. We have confidence in the measures mentioned in the framework agreement and expect the Cabinet to implement these plans quickly and effectively. The PVV will monitor and oversee this to ensure that these goals are actually achieved. Mr. Chairman, that concludes the first term.",1,525,70.82,71.91,9.39,52.61,16.94,33.9,84.76,60.19,52.57,10.67,4.76,0.38,2.29,0,1.14,0.57,5.9,17.52,9.33,0.57,12.38,8.76,4.76,5.9,0.95,12.95,4.38,2.67,9.33,3.24,2.48,3.62,20.76,0.57,11.24,1.9,1.71,1.52,1.9,0.95,2.48,0,2.86,2.48,0.38,0.95,0.76,0.19,0,0.19,0,0,11.24,4.19,0.38,0.76,0.38,0.57,0.95,7.05,0,0,0,1.33,1.52,0.57,0.38,0.57,7.81,0,0,5.71,1.9,0.19,0.19,0,0,0,0,0,0,0.19,0,1.52,0.19,0,0,0.19,0,0.38,2.1,0.95,3.81,7.05,1.14,1.14,4.19,0.57,0,0.19,3.43,1.52,5.52,3.81,0,0,0,0,0,14.86,5.14,5.33,0.95,0,0.57,2.86,0
"I come to the motion on document no. 3281 by Member Van Zanten. That motion ""requests the government to develop stricter frameworks to refuse or revoke asylum permits sooner when an irrevocable prison sentence has been imposed"". That is the judgment of the House.",1,44,92.32,17.46,50.45,1,11,25,77.27,52.27,45.45,6.82,2.27,2.27,0,0,0,0,4.55,18.18,11.36,2.27,13.64,6.82,2.27,4.55,2.27,9.09,4.55,0,15.91,2.27,0,13.64,20.45,2.27,6.82,0,2.27,0,2.27,2.27,2.27,0,4.55,0,4.55,0,0,0,0,0,0,0,9.09,6.82,0,2.27,2.27,0,0,2.27,0,0,0,0,2.27,2.27,0,0,2.27,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,6.82,0,6.82,2.27,0,0,0,4.55,2.27,4.55,2.27,0,0,0,0,0,13.64,9.09,0,0,0,0,4.55,0
"It is not the most severe measure. You are mistaken if you say that. I am therefore looking at the answers provided by the Minister of the Interior to Ms. Piri's questions. The Minister rightly states there: the most severe measure is Article 103 of the Constitution, which is a state of emergency. That is possible when there are special, extraordinary circumstances. But Articles 110 and 111 are also possible when there are—and I quote this—extraordinary circumstances that are not so serious that a state of emergency, within the meaning of Article 103 of the Constitution, must be declared, but which are serious enough that it is necessary to deviate from the Aliens Act. We did not include Articles 110 and 111 in the Aliens Act as a coalition; the legislature did. As far as I know, that was largely the CDA at the time. They chose that the legislature must have that option. We are using that option because the need is so high and we can no longer cope in the Netherlands. There are currently 60,000 to 70,000 people at the COA, including 20,000 who already have a permit. We are at our wits' end. The whole of the Netherlands sees that we can no longer handle it, so an instrument created by the legislature itself, which we are making use of, is much better than an emergency law.",1,233,44.29,47.7,21.29,25.79,17.92,20.6,88.41,72.96,61.37,13.73,6.01,1.29,3,0.86,0,0.43,7.73,19.31,11.59,3.86,11.16,11.16,6.44,7.73,2.15,15.88,8.58,3.43,6.44,3.43,0.86,2.15,28.76,0.86,15.45,3,2.15,3.43,3,2.15,5.15,0,3,1.72,1.29,0,0,0,0,0,0,0,8.58,3.43,0.43,0.43,0,0.43,1.29,6.01,0,0,0.43,0,1.72,1.72,0,0,0,0,0,0,0,0,0.43,0.43,0,0,0.43,0,0,0,0,2.15,0,0,0,0.43,0,0,0,0.43,4.29,6.01,0,0,5.15,0.86,0,0,2.58,3.86,9.44,0,0,0,0,0,0,13.3,6.01,5.58,0,0,0.86,0.86,0
"It is true that the three points the State Secretary just mentioned have been postponed for a year. That is not what I am referring to. You know perfectly well that that is not what I am referring to. What you are saying now is correct. It has been postponed for a year, and that is why you are indeed settling for fewer hands at the bedside, with reduced staffing in elderly and nursing home care. It is a disgrace in itself that you intend to stand by that in 2026. That is true. But I am referring to the other cuts that you are not mentioning now, such as housing, living and care, and fall prevention. These are precisely the points included in the Dobbe amendment — I hope State Secretary Maeijer knows this, because both Minister Agema and State Secretary Maeijer voted for that amendment — and which you are not scrapping. That is my question. The amendment was submitted and you both agreed to it, yet you are not scrapping those points. Why not? It is simply a wish of the House to do so. You have not done it.",1,191,9.95,31.28,43.92,52.6,13.64,17.8,89.01,78.53,68.06,20.42,7.33,2.62,0,4.71,0,0,13.09,17.28,6.28,1.05,9.95,13.61,6.28,5.76,3.66,20.94,3.14,3.14,1.57,0,0.52,1.05,30.37,0,15.18,2.09,2.09,1.57,1.57,2.09,5.24,0,3.14,2.62,0.52,0.52,0.52,0,0,0,0,0,10.47,5.24,1.05,0,0,0.52,2.09,5.24,0,0,0,0,0.52,0.52,0,0,3.66,0,1.57,2.09,0,0,1.05,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0.52,0,3.66,4.19,0,0.52,4.19,0,0,0,4.19,3.14,11.52,2.09,0,0,0,0,0,10.99,6.81,3.66,0.52,0,0,0,0
"The professionals, the gynecologists, have opted for the Sittard-Geleen location in the event that staff shortages would not have been sufficiently averted after 2030.",1,24,89.52,18.97,15.38,,24,29.17,83.33,54.17,54.17,4.17,0,0,0,0,0,0,4.17,20.83,16.67,4.17,12.5,16.67,0,4.17,4.17,16.67,0,0,0,0,0,0,12.5,0,8.33,0,0,4.17,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,4.17,0,0,0,0,0,0,4.17,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0,0,4.17,0,0,4.17,0,8.33,8.33,0,0,8.33,0,0,0,4.17,4.17,0,0,0,0,0,0,0,16.67,4.17,8.33,0,0,0,4.17,0
"I had a question from Ms. Slagt-Tichelman: do you receive a reward from the health insurer if you provide fewer hours, and a penalty if you provide more hours? In the context of my December letter, I inquired about this regarding palliative care with ZN and the health insurers. They do not recognize this bottleneck with respect to palliative care. There is no reward for providing fewer hours of care, nor is there a penalty if the number of hours is exceeded. Furthermore, it appears that at least four major health insurers remove palliative care from the benchmark and assess it separately. This means that it is not included in the overall efficiency agreements. Then, a question from Mr. Ceder regarding the suicide capsule. Like Mr. Ceder, I consider the use of a suicide capsule undesirable. The Cabinet specifically aims to reduce the number of suicides. In the Netherlands, it is a criminal offense to assist another person in committing suicide or to provide that person with the means to do so, should the suicide be successful. Providing a suicide capsule to someone who ends their own life with it falls under that criminal offense. Chair. Then a question from Ms. Paulusma regarding the safeguarding of knowledge, specifically in the training of medical specialists. As I also promised earlier in the debate, we will return in December to the implementation and elaboration of the previously submitted motion. This section will be included in that. Finally, the question from Mr. Thiadens regarding funding. As of 2025, this is included in the funding. The NZa is working on this, together with the parties. He is asking me somewhat too much when he asks exactly what that will look like. When more is known about what that will look like, I will inform your House. Then I will be finished with my questions.",1,310,77.09,41.96,65.55,49.87,14.76,28.39,87.42,68.06,56.13,13.23,6.13,2.9,0.32,1.29,0.65,0.65,7.1,18.06,10,0.65,15.16,7.42,4.19,5.81,1.29,14.52,3.87,4.84,3.55,0.97,2.26,0.32,21.94,0.32,10,4.52,0.32,0.32,3.87,0.65,2.9,0,3.23,2.58,0.65,0,0,0,0,0,0,0,15.16,10.65,1.61,2.9,0,0.65,3.87,5.81,0,0,0.65,1.61,0,0,0,0,1.94,0.32,0.32,0.65,0.65,0,3.23,3.23,0,0,1.94,0,0,0,1.94,0,0,0.32,0,0.32,0,0.97,0,0,3.55,6.45,0.65,0.97,4.84,0.97,0,0,5.16,2.26,5.16,1.94,0,0,0,0,0,13.55,8.06,4.52,0.32,0,0,0.65,0
"I am very pleased with this question from Mr. Van Baarle. He speaks of a ""mess"". How did we get this mess? Through the policies of the past decades. That is the mess. That is where the mess originated. I am now the rubble remover. That is a completely different role.",1,51,52.65,63.27,46.57,1,6.38,17.65,90.2,72.55,62.75,17.65,7.84,3.92,1.96,0,1.96,0,9.8,23.53,13.73,0,9.8,11.76,9.8,0,0,15.69,3.92,1.96,1.96,1.96,0,0,29.41,0,9.8,3.92,3.92,0,1.96,3.92,1.96,0,9.8,1.96,7.84,1.96,1.96,0,0,0,0,0,11.76,5.88,0,1.96,0,0,1.96,7.84,0,0,0,3.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,3.92,3.92,1.96,0,0,1.96,0,0,0,7.84,3.92,13.73,0,0,0,0,0,0,21.57,15.69,0,1.96,0,0,3.92,0
"I disagree with you. The cabinet is taking a great many measures to limit the influx. If we reduce that influx, then we will need fewer reception places. In my opinion, that is simply how it works.",1,37,27.81,83.39,55.76,20.23,9.25,13.51,83.78,75.68,62.16,21.62,13.51,5.41,5.41,2.7,0,0,8.11,21.62,8.11,0,8.11,8.11,5.41,5.41,0,16.22,8.11,8.11,8.11,5.41,2.7,0,24.32,0,13.51,5.41,2.7,2.7,2.7,2.7,2.7,0,5.41,2.7,2.7,0,0,0,0,0,0,0,10.81,2.7,0,0,2.7,0,0,8.11,0,0,0,0,0,0,0,0,2.7,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,2.7,0,2.7,0,0,0,0,0,0,5.41,5.41,0,0,5.41,0,0,0,2.7,0,8.11,2.7,0,0,0,0,0,16.22,10.81,5.41,0,0,0,0,0
"I am not sneering at anyone, but I have a different view than Ms. Paulusma regarding this approach. Let’s be honest. If, at a time when the financial and economic situation in the Netherlands is significantly worse, you can still invest a net 4.3 billion euros in a lower deductible, then you are making a substantial contribution. DSW has calculated that 7% more patients will request referrals. These are people for whom financial reasons will pose less of a barrier. Does this solve everything? No. I cannot solve everything, but I consider the social hospital model—as I visited it at the BovenIJ hospital, and as it is being implemented at the hospital location in Heerlen—to be a very good example for situations where the doctor might get stuck with the patient because the patient has other problems on their mind. I think that is excellent. The people at the BovenIJ hospital in Amsterdam are very enthusiastic about this and the effect they are achieving. I think that is a good approach. My vision is: stop walking around with your symptoms; get referred to the hospital by your doctor if necessary. I promised Mr. Claassen to speak with Zuyderland about administrative time, and whether they can also be a frontrunner in that area. Who knows, I might still be able to persuade them to make agreements. Mr. Claassen also had a question about emergency posts, emergency clinics, and emergency plazas. What exactly is the difference between them all, I believe was the question he asked. You have an emergency department, the SEH, and for that, a quality framework applies that you will have to comply with. The staffing requirement is that you have at least one junior doctor with one year of clinical experience available 24/7. This requirement does not apply to all those other variants. Quality standards do apply, but not the one very stringent one that more and more hospitals are unable to meet. That is a staffing problem. I have discussed the social hospital, the quality framework, and maternity care as well. Anyway, if there are any further questions regarding Zuyderland, please let me know.",1,360,45.49,36.88,41.56,59.44,15.65,26.67,90.56,70.56,58.06,13.89,8.06,3.61,0.28,1.94,0.28,1.39,5.83,18.33,8.89,2.22,11.11,11.39,4.72,6.67,1.39,17.78,7.22,4.17,2.78,0.28,1.67,0.83,24.17,1.94,13.33,3.61,1.94,0.83,2.78,0.56,4.44,0,3.06,2.78,0.28,1.11,1.11,0,0,0,0,0,12.5,6.11,0.83,1.94,0,0.28,1.94,6.67,0.28,0,0.56,0.83,0,0,0,0,4.17,0,0,2.78,1.67,0,4.17,4.17,1.94,0,0,0,0,0,0,2.5,0,0.56,0,0,0,0.28,0,0,5.56,5.28,0,0.83,3.89,0.56,0,0,1.67,1.94,6.67,1.94,0,0,0,0,0,14.17,7.22,5.28,0.28,0,0.28,1.11,0
