text,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
"Mr. Chairman. With a war on the European continent, with Putin doing whatever it takes to sabotage our stability within Europe as well, and with an American president pointing out our own responsibility, it is more important than ever that the European Union actually takes that responsibility. The self-evident nature of the American security umbrella is over. Although that may feel uncomfortable, the VVD simultaneously views this strategically as an opportunity. Too often, we have allowed ourselves to be lulled to sleep economically, financially, and in terms of NATO percentages. It is high time that the EU, as one of the three largest economic powers in the world, becomes a lion with teeth in the field of security as well. While we know that the NATO standard will eventually rise, all NATO allies must rapidly start meeting the current standard of 2%. For the VVD, it is entirely logical that the President of America holds all allies to that agreement. We believe that this discussion should also be conducted sharply within the Union, because it is inexplicable that large countries like Spain (1.28%) and Italy (1.49%) do not even exceed the 1.5% target. It is commendable that the Baltic states spend 3% of their gross domestic product on defense, but we also know that Spain and Italy would only really make a difference once they reach 2%. Geopolitical uncertainty simply does not allow for the negligence we are currently witnessing. Mr. Chairman, we must also consider how to proceed differently. A number of colleagues have already put forward proposals regarding this that we are less enthusiastic about. We are currently thinking primarily of a European standard, to support the existing NATO standard for defense spending per member state. We could make access to European funds conditional on this during the negotiations on the Multiannual Financial Framework. For what good are cohesion money and agricultural subsidies if Putin has his foot in the door? Is the Minister prepared to develop this idea? Mr. Chairman, we would certainly like to see the Prime Minister advocate during the Council for a proper division of tasks between the security responsibilities of NATO and those of the European Union. It is good that the European Commission has appointed a new Commissioner for Defence and that the European Parliament also has its own defence committee, but we really must prevent duplication of work. NATO has structures to establish military standards, determine capability targets, and jointly procure equipment. The EU, in turn, has the advantage of the internal market and the money. This can help to ramp up defence production within Europe at a much faster pace and to impose sanctions if external factors put our security under pressure. Does the Cabinet, together with the VVD, see the risks of overlapping roles and tasks? How are we going to prevent this? Not only must defence spending per Member State increase, but defence spending within the European Union must also increase. The Cabinet is rightly ambitious regarding the establishment of a robust defence industry policy, but what do joint procurement and better information exchange mean in practice? This has been debated frequently, but what steps will the Netherlands itself take? What obstacles exist? I would appreciate a response. Mr. Chairman. Just as NATO applies its military capabilities to safeguard our security, the EU can and must do the same in the area of the internal market. It is good that the Netherlands is pushing for a new sanctions package against Russia. The Minister rightly states that the reprehensible Russian shadow fleet constitutes their main source of income. What are we going to do about that? What actions do we foresee? This also applies to the circumvention of sanctions. Finally, Mr. Chairman. If we really want to put a stop to Putin, the consequences of his aggression must also be felt in Russia itself. Is the time perhaps ripe to proceed with the introduction of travel and visa restrictions against Russian tourists within the Schengen area? Thank you, Mr. Chairman.",1,671,74.81,77.59,13.61,44.83,16.77,29.06,86.59,63.19,53.35,10.88,4.02,0.15,2.98,0.15,0.3,0.45,6.86,16.39,9.69,1.34,13.71,8.2,5.96,5.66,0.45,13.26,4.92,2.38,9.69,4.17,1.34,4.17,19.82,0.45,11.62,2.24,1.94,2.24,1.04,1.49,2.68,0,3.73,2.68,1.04,1.04,0.75,0.3,0,0.15,0,0,10.28,4.47,0.89,1.34,0.15,0.6,1.19,6.86,0,0,0,1.19,4.92,3.58,1.34,0,5.37,0,0,3.28,2.24,0,0.45,0,0,0,0,0,0,0,0,1.04,0.15,0.75,0,0.15,0,0.45,1.34,0,4.02,7,0.45,1.64,4.17,0.6,0,0.3,3.73,0.45,5.37,1.79,0,0,0,0,0,13.41,5.81,4.47,1.49,0,0,1.64,0
"It would be best if I answered now that I do not answer hypothetical questions, and we then proceed to the next interruption. I know that Mr. Boswijk is asking this because he is concerned about where things are heading. By ""thing,"" I mean the NATO summit and our position within it. I have heard Mr. Vermeer, and actually Mr. Pool as well, say that they have questions regarding the substantiation. In all honesty: out of interest, I do have quite a few questions regarding the substantiation of the capacity targets, but that is different from wondering whether that substantiation exists. I am also submitting this motion together with my colleague Olger van Dijk, precisely to show you, Mr. Boswijk, and Mr. Paternotte that we are serious about this; otherwise, we would not be submitting this motion now. Our position is clear. Let's just see how things go in the coming weeks. But I think this motion clearly demonstrates what the stakes should be as far as we are concerned. There is no ambiguity involved.",1,175,5.94,53.71,95.42,36.57,17.5,23.43,90.29,74.29,61.71,20.57,10.86,5.14,4,0.57,0.57,0.57,9.71,14.29,4.57,0,9.14,12,8,8.57,1.71,18.86,5.14,1.71,5.71,5.14,0.57,0,26.86,1.14,17.14,5.71,1.14,1.71,4.57,1.71,4.57,0,2.29,1.14,0,1.14,0,0,0,0,0,0,13.71,7.43,0,4,0,0.57,2.29,9.14,0,0,0,3.43,0.57,0.57,0,0,1.14,0,0,0.57,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,6.86,10.86,0,3.43,7.43,1.14,0.57,0,3.43,1.14,6.86,0.57,0,0,0,0,0,17.14,8.57,5.71,0,0,0.57,2.29,0
"I suspect that Mr. Van Baarle wishes to ask a question regarding the previous topic, so I would like to briefly finish the answer here. We are making it financially feasible to take on informal care by merging short-term and long-term care leave into informal care leave. We are raising awareness of the right to flexible working, increasing the child budget, and continuing, for example, the funding of free school meals. For most working parents, we are making childcare cheaper, with reimbursement no longer going through the parents. We are strengthening the social base and neighborhood networks to stimulate children's development and support parents in raising their children. As a result, families will need to rely less on youth care services.",1,121,91.62,94.67,14.94,99,20.17,32.23,88.43,64.46,42.98,7.44,5.79,1.65,3.31,0,0,0.83,1.65,11.57,7.44,0,14.88,4.96,2.48,4.96,0.83,18.18,9.09,3.31,9.92,6.61,2.48,0.83,20.66,0.83,11.57,3.31,3.31,3.31,1.65,0,0.83,0,7.44,7.44,0,1.65,1.65,0,0,0,0,0,20.66,8.26,4.13,1.65,0,0,2.48,12.4,4.13,0,0,0.83,0,0,0,0,9.09,0,0.83,4.13,4.13,0,0.83,0,0,0,0,0,0,0.83,0,0.83,0.83,0.83,0,0,0,0,0,0,5.79,6.61,0.83,2.48,3.31,0,0,0,4.13,0.83,3.31,3.31,0,0,0,0,0,14.88,5.79,6.61,0,0,0.83,1.65,0
"I believe we are in complete agreement on that. Precisely clarity in this regard can ensure that we know where we are headed. Looking at the past, I see that such clarity has been present on several occasions. We have also requested a number of things from the House. Nevertheless, we always ask ourselves what is the best course of action in this regard. There are also many questions regarding the document, which I have asked in order to really bring a number of things to the surface. We can then proceed based on that. If you were to ask me what is important regarding periodic checks, I would say that I prefer them to be for four years. The moment it is stated that it will become five years because they cannot handle it otherwise, I am willing to move towards those five years, and possibly to five and a half or six. It is important to me that the Inspectorate returns to the classroom and that they can once again assess the quality of education in the classroom.",1,180,26.1,53.33,77.17,36.04,18,18.33,94.44,82.22,68.33,21.67,10.56,4.44,3.89,0.56,0,1.67,11.11,18.33,7.22,3.33,13.33,11.11,6.11,6.11,0.56,18.89,3.89,7.78,6.11,3.89,0.56,1.67,26.11,0.56,11.11,2.22,1.11,3.33,2.22,1.11,3.33,0,1.11,1.11,0,0,0,0,0,0,0,0,12.22,6.11,0,2.78,0,0,2.78,6.11,0,0,0,0,0,0,0,0,2.78,0,0.56,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,5,9.44,0.56,2.78,6.11,1.11,0,0,6.67,2.78,7.22,0.56,0,0,0,0,0,8.89,5.56,3.33,0,0,0,0,0
"I had to laugh at first, because I thought it was about interrupting my own motion; I did not intend to interrupt myself there at all. I am getting to the point, for Mr. Van Nispen is asking an extraordinarily serious question. Today we are discussing this matter exclusively. If it has been included in the Criminal Code, under heavy pressure from this House of Representatives, that a ban on community service applies in specifically listed cases, then it is only logical that the relationship of that provision, which only applies to convictions, is also qualified when discussing summary penal orders. That is the direct background for raising only this one point right now, in the full certainty that we are going to have a substantive discussion about what else is and is not possible with summary penal orders. That is the reason why I am raising this here and now: because I believe it belongs here and now.",1,159,21.33,13.48,76.01,28.64,26.5,23.27,86.16,69.81,61.01,16.35,6.29,5.03,1.26,0,0,0,10.06,14.47,5.66,1.26,11.95,10.69,10.69,5.66,1.26,15.72,6.92,3.14,7.55,3.14,0.63,3.77,25.16,0.63,10.69,3.14,3.14,0,1.89,0,3.77,0,0.63,0.63,0,0.63,0.63,0,0,0,0,0,8.81,6.29,0,0.63,0,0.63,3.77,3.14,0,0,0,0.63,1.89,1.89,0,0,1.89,0,0,1.89,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0.63,0,0.63,0,0,0,0,5.03,6.92,0,0.63,5.66,0,0,0.63,3.77,3.77,10.69,1.26,0,0,0,0,0,10.69,4.4,5.03,0,0,0,1.26,0
"No, and this lady is certainly convinced of that. I belong to the ""no words, but deeds"" club, so those are also the proposals I make in that regard. That is the only part where I indicate that I really want to wait for it, because the VVD is also in favor of safety, which is also very important for children and for which the VVD has allocated funds and wants to do something. So I am not going to respond to that any other way than with this. Yes, it is quite a story.",1,95,11.16,1.05,40.84,69.9,19,10.53,95.79,78.95,70.53,18.95,5.26,5.26,0,0,0,0,13.68,18.95,6.32,0,14.74,9.47,10.53,11.58,3.16,15.79,2.11,1.05,2.11,2.11,0,0,33.68,5.26,20,1.05,3.16,2.11,3.16,2.11,7.37,0,3.16,3.16,0,0,0,0,0,0,0,0,9.47,8.42,1.05,2.11,0,0,3.16,2.11,0,0,1.05,0,0,0,0,0,2.11,1.05,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,2.11,0,0,0,0,0,1.05,0,4.21,5.26,1.05,0,4.21,0,0,0,1.05,0,9.47,4.21,1.05,0,1.05,0,0,13.68,5.26,6.32,0,0,0,2.11,0
"This brings me to a few words of clarification regarding the character of the government team presenting itself to you and to the Netherlands today. For what is an extra-parliamentary cabinet? During the formation process and in the run-up to today, we have seen many different reflections on this. I deduce from this that it is difficult to provide a clear, hard definition. For the cabinet, the core of the concept of ""extra-parliamentary"" is that we will operate more independently from the parliamentary groups than is customary in our country, at a somewhat greater distance. Conversely, this means that the House can perform its oversight role better: without a coalition agreement negotiated down to the last detail, and consequently with less coalition pressure and more room for shifting majorities. In this way, there is more breathing room in the relationship between the House and the cabinet. If you ask me now exactly what that will look like in the coming period, I say, using a phrase from Ruud Lubbers: we will have to discover and shape that together ""as we go along."" As established in the final report by informateur Putters, an extra-parliamentary cabinet also requires a different composition, comprising the political leaders of the parliamentary groups that support this coalition in the House. It also requires cabinet members who have been selected primarily for their knowledge and experience, rather than solely for their pronounced party-political profile. I am personally an example of the latter, but not the only one. Surrounding me in Section K is a broadly composed team with extensive expertise, considerable societal experience, and—without exception—a deep commitment to the Netherlands; thus, not a black-and-white picture of political and apolitical ministers, but a balanced team. Mr. Chairman, I agree with everyone who has concluded over the past few months that the election result must, above all, be viewed as a call from the voter to the political establishment to do a number of things differently. The framework agreement *Hope, Guts and Pride* is the outcome of this, and at the same time, the framework within which the cabinet will operate. It is an agreement that very clearly shifts the course in a number of areas. I have already mentioned migration policy, agricultural and nature policy, and the proposals for better governance and a stronger democracy. It is also an agreement that rests on a foundation of sound public finances and financial stability. It has not escaped anyone's notice that the framework agreement already outlines quite detailed proposals on these subjects. That says something about the importance that the four parties that concluded the agreement attach to these topics. And I will simply state it very clearly: the Cabinet considers itself bound by this. These are important priorities for us as well. For many other subjects, the framework agreement leaves room for sensible proposals from both the House and the Cabinet. In most cases, those subjects are certainly no less urgent. The fact that fewer words are devoted to them in the framework agreement says nothing about the importance the Cabinet attaches to them. I would like to illustrate this using the frequently heard concept of ""subsistence security,"" a concept that starts with income, poverty reduction, and purchasing power—also in the framework agreement. I mention the principle that work must pay off more, one of our most important priorities for the coming years. But subsistence security encompasses so much more. It is unthinkable without security, a basic need of every human being and every country, and an absolute core task of the government. It will not surprise you that I feel this way. But security of existence is also accessible and good healthcare, and education for everyone. It is a decent and affordable roof over your head, because housing is a basic need. For too many people, certainly for too many young people, owning a rental or purchased home is becoming an unattainable goal. We must turn the tide. Security of existence is a labor market that works for people, with sufficient security for employees and room for those seeking independence. It is also, for example, policy that ensures citizens and businesses can truly experience the energy transition, starting financially. In short, a range of important and diverse themes to work together on in the coming years, as Parliament and Cabinet, in connection with society. I hope that it will go this way, and frankly, I am counting on it a little, now that so many parties from left to right have made security of existence a central theme in the election campaign. Moreover, we can learn from history that this cabinet, too, will most likely face unexpected events and developments that no one can foresee at this moment. Even then, we will have to seek broad-based solutions together through consultation. I make this appeal to you today, with the promise on my part that the cabinet will reach out to all parliamentary groups in this House. Chair. There are three clear and important preconditions for the elaboration of the framework agreement: international, financial, and rule of law. Concerns were raised regarding the latter point. I want to be clear on this: this cabinet stands for the rule of law. You know that I have personally dedicated a large part of my working life to the protection of our rule of law. As a cabinet, we endorse the agreements that the four parties forming the government established on this matter at an early stage. This means that the rule of law is a given for us, with the most important anchors being the democratic freedoms and fundamental rights enshrined in our Constitution. We stand for this; we guarantee it. Anything more I might say about this now would detract from the absolute clarity I wish to offer everyone today. Today, I simply ask you and all the inhabitants of our country: judge us by what we are going to do; judge us by our actions. Internationally, the Netherlands is and remains a reliable partner within the EU and NATO, with the deep conviction that these two organizations are the cornerstone of our security and our prosperity. For me personally, it is perfectly clear that the protection of what we hold dear, of our freedoms, and of our entire way of life must be an absolute top priority in international security policy. And yes, defense is a crucial element in this. But a resilient society also requires strategic autonomy in other areas, such as energy, food security, and raw materials. We must not be naive about this. A horrific war is raging just a few hours' flight from here, in which a human life counts for nothing to the Russians. Our country, too, is dealing with foreign hacks and other attempts at espionage, infiltration, and foreign influence. Russia, China, the Middle East—instability lurks at Europe from all sides. The reality is that we must prepare ourselves for scenarios that were unthinkable for a long time. For that reason alone, a strong and prosperous Netherlands simply cannot operate in isolation. Nor will we do so. Ukraine can continue to count on Dutch support—financial, military, and political. The NATO defense quota of 2% will be met and legally enshrined. Furthermore, the Dutch government will abide by all international treaties bearing our signature, both within and outside the EU. Just as it should be. What we will no longer do is apply national weight to international agreements, for example in nature and climate policy—meaning no stricter interpretation of European rules than in other countries. We do not always have to be the best in class. We cannot afford that either, with so many people, so much economic activity, and such a high-quality agricultural and fisheries sector in such a relatively small country. What we *will* do is engage in dialogue within Europe wherever international agreements disproportionately affect our country or stand in the way of a reasonable solution. The Framework Agreement specifically mentions this option in the chapters on migration and agriculture. I know that many here, as well as many outside this room, categorize that as ""impossible, cannot be done."" I have been around long enough to realize that simply calling international agreements into question and discussing exceptional positions does not automatically lead to success. At the same time, we must clearly recognize that EU member states do indeed have the scope to determine for themselves how they wish to achieve certain goals. Therefore, a discussion on that is certainly possible. Moreover, I grew up in a family where hard work and perseverance were the norm. ""Can't be done"" is in the graveyard, and ""won't"" is next to it, I heard at home. So, are you receiving a 100% guarantee from the Cabinet today on this point that we will secure everything in Brussels? No, not that. But you do get a 100% promise that we will fight for Dutch interests and that we will find and utilize the available room. Regarding the final precondition, finances, I would like to say the following. The most important thing is that, in the best Dutch tradition, we opt for financial soundness. In other words: the national budget deficit remains within the agreed limit of 3%. Should the deficit appear to exceed that limit during the term, we will act accordingly. Not because Europe requires it, but to protect our children and grandchildren from excessive debt. We are not taking out a mortgage on the future. Unfortunately, it is a fact that this cabinet must keep a tighter grip on the purse strings than its predecessors. There are serious concerns regarding the national budget for both the short and long term. Trees no longer grow to the sky. And yet, we want to ensure that people have a little more money in their wallets and that the burden on businesses decreases. This inevitably means making choices, because in the national budget, surpluses are simply always offset by deficits. I refer to the VAT increases, the cuts to development aid, the abolition of national service, and the substantial interventions in the central government's civil service. There is a financial reality, and we must face it. The Cabinet cannot and will not shy away from that responsibility. And therein — finally, Chair — perhaps lies the answer to the question I have been asked most often in recent weeks. Why did you say ""yes"" to the request from the four parties to become Prime Minister? It is a position I never aspired to, a curious fate that unexpectedly crossed my path. And in all honesty: of course, it is also difficult to say ""no"" to such an honorable request. Nothing human is alien to me. But at my core, what motivates me is the public interest, for which I have dedicated myself heart and soul for 40 years. To be allowed to bear responsibility for that is truly the most beautiful thing there is. I could never have imagined that it would one day be in this place. But now that I stand here, no more important work is conceivable for me. In all the conversations I have had so far with the people around me in section K, I sense that same drive to bear that responsibility, to achieve something good for the Netherlands, given the election results of November 22, given the framework agreement, and given the scope available to translate good and sensible ideas into policy in close consultation with members of the House of Representatives and the Senate, with civil society organizations, and in connection with society. (Drums on the benches)",1,1942,72.03,48.94,40.07,58.95,18.67,25.95,87.59,69.21,57.05,12.67,5.61,2.21,2.42,0.51,0,0.36,7.05,18.85,9.53,0.72,14.37,7.52,4.94,6.02,1.6,11.95,8.39,4.63,7.88,3.76,1.44,2.83,20.08,1.65,11.12,2.42,1.29,2.01,1.18,1.29,3.19,0,3.24,2.83,0.36,0.67,0.51,0.1,0.05,0.05,0,0,9.99,4.12,0.77,0.36,0.05,0.26,1.49,5.56,0.21,0,0,0.05,2.21,1.91,0.31,0,4.07,0.26,0.77,1.85,1.34,0.05,0.41,0,0,0,0,0,0,0.05,0.05,1.13,0.36,0.26,0.21,0.26,0,0.26,0.82,0.15,4.84,9.17,0.46,0.67,7.57,0.31,0.21,0.26,2.68,1.6,4.43,2.11,0.26,0.1,0.26,0,0,14.11,5.2,6.13,0.15,0,0.26,2.37,0
"It is actually quite simple. Of course, you have to look further back at how much emissions have already been reduced. Even if you look at recent history, you see that from 2010 to 2018, emissions in those other sectors were reduced more than in agriculture. If you go back even further, you see that there have also been very large emission reductions in agriculture since 1990. The point is that the nitrogen challenge, alongside a number of fundamental adjustments to legislation, regulations, and permit granting—in which I generally support the Cabinet—will also be accompanied by emission reductions by all major economic players in our country. I think it is very important that this is done fairly, justly, and explainably, so that everyone contributes proportionally. I do not understand why, after Minister Van der Wal from the previous cabinet essentially started haggling over the percentages in my view by placing little on mobility, more on industry, and slightly more on agriculture... The motion by my colleague Boswijk and myself was crystal clear: everyone contributes equally, proportionally, so as a percentage. That was also Remkes' advice. He said: just make it 50%. We must restore that.",1,197,30.33,49.11,71.92,42.84,17.91,29.44,84.26,70.05,56.35,14.72,7.11,3.05,1.02,2.54,0.51,0,7.61,12.69,4.06,2.03,13.71,8.63,9.64,7.61,0.51,15.23,7.11,5.58,4.06,2.03,0.51,1.52,21.83,1.52,11.17,1.52,2.54,0.51,2.54,1.52,4.06,0,1.52,1.52,0,0,0,0,0,0,0,0,9.14,3.05,2.03,0,0,0,1.02,5.58,0,0,0,0.51,0.51,0.51,0,0,2.03,0,0,1.52,0.51,0,0,0,0,0,0,0,0,0,0,1.52,0,0,0,0,0,0,0,0,6.09,11.68,1.02,1.52,8.63,2.54,0,0,3.55,6.09,2.03,1.52,0,0,0,0,0,16.24,6.6,7.61,0,0,0.51,1.52,0
"Fine. Then I will move on to the motions. The motion regarding document no. 2191 concerning not responding unfavorably to the outlines of the plan for the rearmament of Europe: judgment by the House. The motion regarding document no. 2195 concerning defense expenditure has many similarities with the motion regarding document no. 2202 from the ChristenUnie. I will return to that in a moment. As far as I am concerned, judgment by the House, if I may interpret the motion to mean that we first map out what else is needed for Defense in the run-up to the NATO summit and that we inform your House in good time before the NATO summit.",1,113,97.26,14.66,91.44,47.03,12.56,19.47,89.38,65.49,57.52,9.73,6.19,3.54,1.77,0.88,0,0,3.54,21.24,13.27,3.54,20.35,5.31,0.88,5.31,3.54,8.85,6.19,2.65,4.42,1.77,0.88,1.77,20.35,2.65,10.62,3.54,0.88,0.88,1.77,0,3.54,0,2.65,1.77,0,1.77,0.88,0,0,0,0,0,7.96,5.31,0,2.65,0,0,2.65,2.65,0,0,0,0,1.77,1.77,0,0,4.42,0,2.65,0,0.88,0.88,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,7.08,11.5,0,6.19,6.19,0,0,0,3.54,0.88,2.65,3.54,0,0,0,0,0,11.5,7.96,1.77,0,0,0,1.77,0
"Ms. Bikker asks what pace the House can expect regarding the adjustment of the benefits system. This large-scale reform will take time; we must be honest about that. At the same time, I agree with Ms. Bikker that people cannot really wait for the reforms, which will take several cabinet terms to complete. That is why the Cabinet is making proposals for the long, medium, and short term. We will undoubtedly discuss the exact timeline in more detail soon, regarding when we will implement which reform. Mr. Bontenbal asks where the countercyclical …",1,92,60.52,59.46,17.84,53.96,15.33,18.48,88.04,63.04,48.91,11.96,4.35,1.09,3.26,0,0,0,7.61,16.3,9.78,0,8.7,9.78,6.52,2.17,1.09,16.3,7.61,5.43,3.26,3.26,0,0,30.43,0,14.13,0,2.17,4.35,0,4.35,5.43,0,2.17,2.17,0,0,0,0,0,0,0,0,16.3,11.96,0,5.43,0,1.09,3.26,7.61,0,0,2.17,1.09,3.26,3.26,0,0,4.35,0,1.09,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,0,1.09,0,1.09,0,0,7.61,3.26,0,0,3.26,0,0,0,7.61,0,6.52,7.61,1.09,0,1.09,0,0,19.57,11.96,5.43,0,0,0,2.17,0
"I hope that the Dutch people judge us primarily on the results we achieve, and not—at least certainly not at this moment—on our view of humanity. I hope that they truly judge us on our results. In response to an interruption, I just mentioned that we operate strongly based on the trust people must have in one another. We in this cabinet must also be able to have just as much trust in one another. I also hope that the House and the Cabinet can conduct the debate with each other in such trust.",1,96,49.68,80.13,3.81,91.93,19.2,16.67,96.88,76.04,68.75,20.83,12.5,4.17,7.29,0,0,1.04,8.33,25,7.29,2.08,16.67,5.21,7.29,5.21,2.08,10.42,5.21,6.25,15.63,10.42,2.08,3.13,21.88,0,20.83,0,4.17,7.29,3.13,4.17,5.21,0,5.21,5.21,0,3.13,3.13,0,0,0,0,0,20.83,9.38,0,0,0,2.08,3.13,11.46,0,0,0,0,1.04,0,1.04,0,2.08,0,1.04,1.04,0,0,0,0,0,0,0,0,0,0,0,1.04,3.13,0,0,0,0,0,0,0,3.13,6.25,0,0,5.21,1.04,0,0,1.04,2.08,1.04,3.13,0,0,0,0,0,7.29,5.21,2.08,0,0,0,0,0
"In my opinion, I must appreciate the motion. It seems to me that this should be discussed at the moment the House discusses the proposals. If I cannot judge the motion to be untimely, I will therefore advise against it. Then, the motion on document no. 2241 by Mr. Omtzigt regarding taking action so that people linked to ISIS are prosecuted for their crimes. The motion contains too many elements which we cannot at all judge or foresee at this moment whether we can actually follow up on. That raises too many questions. Although I naturally cannot disagree with the aim of the motion, I must really advise against it at this moment. The motion on document no. 2242 concerns the snapback sanctions regarding Syria. I leave that to the House's judgment. The possibility of reinstating sanctions is always present, should there be developments that warrant it. Mr. Chairman, that concludes my discussion.",1,153,46.7,4.22,80.59,13.26,11.77,24.18,88.89,64.71,60.13,16.99,7.84,5.88,1.31,0,0,0.65,9.15,19.61,8.5,1.31,13.07,9.15,5.88,3.92,3.27,13.73,1.31,1.96,5.88,1.31,0.65,3.92,24.18,2.61,15.69,3.92,0,5.23,3.27,1.31,6.54,0,1.96,0.65,1.31,0.65,0.65,0,0,0,0,0,12.42,9.15,1.96,2.61,0.65,1.31,3.27,4.58,0,0,0,1.31,1.31,1.31,0,0,1.31,0,0.65,0.65,0,0,0,0,0,0,0,0,0,0,0,1.31,0,0.65,0,0,0,0,0,0,1.96,8.5,0,5.88,2.61,0,0,0,3.27,0.65,5.88,1.96,0,0,0,0,0,14.38,9.8,3.92,0,0,0.65,0,0
"Chair. After one month of Trump II, the world stands at a tipping point. Putin and Trump want to decide the future of Ukraine and Europe without Europe and Ukraine. It is bizarre, and it completely turns the law-based world order upside down. At the same time, we face a very clear choice: do we stand by and watch, or does Europe take matters into its own hands for the safety and freedom of our free society? Two weeks ago, I was in Ukraine with my colleague Paternotte and the Protect Ukraine foundation. It was a trip that made a deep impression on me. It is a war that inflicts very deep wounds on society, where people check the air raid siren with a special app as if it were a weather radar. I am impressed by Ukrainians who are constantly looking for ways to survive and contribute something to the fight against the Russians. One of the encounters that made the biggest impression on me was a conversation with 19-year-old Victoria. Her father, Volodymyr, was an electrician before the war, but after the Russian invasion, he voluntarily joined the army to fight on the front lines for his family and his country. He was killed on that front. That naturally leads to sadness, but Victoria told me: I am also proud; my father is a hero because he wanted to keep us safe. She told me this at the Heroes' Cemetery in Lviv, where fallen soldiers are buried every day while excavators are digging new graves nearby, because that war continues to this day, despite fine words from Trump and Putin and talks in Saudi Arabia. It is the story of millions of Ukrainians who have lost family members, have relatives living in occupied territories, and are now wondering if the world is going to abandon them while they make the greatest sacrifices for their own freedom and the freedom of Europe. For that is what we must unequivocally choose. This is not just a Ukrainian conflict; it is a European conflict. We must not abandon Ukrainians. The Americans and the Russians are already at the table in Riyadh. Those talks directly affect our own security. We must therefore take action. D66 calls on the Cabinet: immediately provide an additional package of emergency aid for Ukraine. We are therefore not calling for the continuation of that support, but for its intensification. Let Putin pay for it himself, with his own frozen assets. After all, every square kilometer that Ukraine can reclaim now makes it stronger at the negotiating table. Two. Increase defense investments, to at least 3% as far as D66 is concerned. Trump is right on one point: it is absurd that we as Europeans cannot protect our own continent. That is an insult to the taxpayer. Three. Opt for a European army, because if the Americans withdraw, this is the moment to be capable, as a serious global power, of keeping our own continent safe. Finally, I have a number of questions for the Prime Minister. What does Ukraine urgently need now, and what additional steps can the Netherlands take? What is the Cabinet's position regarding having the EU itself sit at the table during the peace negotiations? Does the Cabinet support the call for Ukraine's accelerated accession to the European Union? Does the Cabinet still fully support Ukrainian NATO membership? Is the Cabinet now also opting for moving towards at least 3% of defense spending and building a European army? Finally, Mr. Chairman, is the Cabinet prepared to constructively consider participation in a potential peacekeeping force if there is broad support for it in this House of Representatives, even if the PVV does not dare to choose that path?",1,623,75.3,62.88,25.23,41.55,16.39,24.08,87.32,65.97,54.25,11.72,5.78,1.61,1.93,0,1.44,0.48,5.94,16.69,9.79,1.93,13.64,7.7,4.17,6.58,0.8,13.32,5.78,3.53,8.67,3.37,0.64,4.82,19.9,0.48,8.67,1.44,1.77,1.44,1.61,0.32,2.89,0,6.26,3.69,2.25,0.8,0.16,0.32,0,0.16,0.16,0,12.2,5.3,0.96,0.32,1.12,0.48,1.61,7.22,0.8,0,0.32,1.61,3.69,1.93,1.44,0.32,1.61,0,0,1.12,0.64,0,1.12,0.16,0.16,0,0,0,0,0,0.48,0.96,0.32,0.64,0,0.16,0,0,1.12,0.64,4.65,7.54,0.64,0.96,6.1,0.48,0,0,4.33,2.73,6.9,0.96,0,0,0,0,0,13.16,5.14,4.65,1.12,0,0.48,1.77,0
