Text,Party,Speaker,Label
"In reactie op de vraag van mevrouw Bikker: ik denk dat de minister van OCW, en overigens ook de staatssecretaris, niet of nauwelijks aanmoediging nodig heeft om hier extra aandacht aan te besteden. Zij zijn beiden zeer gemotiveerd. Dat heb ik gemerkt in de discussie in de ministerraad van afgelopen maandag. Ik kan zonder meer toezeggen dat beide bewindslieden met het onderwijsveld aan de slag zullen gaan om te kijken hoe ze dit kunnen realiseren, zodat er meer steun is voor de leraren, tegen de verdrukking in, om dit gewoon te doen, omdat het moet. ",Schoof,Minister Schoof,15
"Ik heb al een aantal dingen gezegd. Die raken overigens niet alleen het ministerie van OCW maar een aantal departementen. Naar aanleiding van de gebeurtenissen en de bespreking in de ministerraad jongstleden maandag hebben we de conclusie getrokken dat we er in het kabinet en de diverse departementen nog een keer naar kijken. Ik moet wel één uitzondering maken, namelijk de Week van Respect. Die krijgt op dit moment geen overheidssubsidie. Er wordt, flauw gezegd, dus ook niet op bezuinigd. Voor het aangaan van extra investeringen ben ik een stukje terughoudender dan als het gaat om het behoud van de investeringen in alles wat te maken heeft met de Holocaust en onderwijs over Joods leven. ",Schoof,Minister Schoof,15
"Dank u. Dan eindig ik het blokje antisemitisme met het feit dat ik gisteren met de Joodse organisaties en een flink aantal maatschappelijke organisaties heb gesproken. Het is mijn vaste voornemen — ik heb dat eerder deze week al langs een aantal kanalen laten weten — om op korte termijn met diverse organisaties op religieuze of levensbeschouwelijke grondslag het gesprek aan te gaan. Dat is ook inclusief moslimorganisaties, maar het is veel breder dan dat. Ik ga daar in gesprek over het antisemitisme, maar trek daarbij tegelijkertijd het gesprek ook in tweede instantie breder naar alles waar ""anti"" voor staat in combinatie met discriminatie. ",Schoof,Minister Schoof,15
Voorzitter. De vraag van de heer Jetten zal met veel genoegen door de minister van Justitie en Veiligheid worden beantwoord. ,Schoof,Minister Schoof,15
"Ik vind dat een sympathiek voorstel. U zag mij even snel de blik wisselen met de minister van Justitie en Veiligheid, zodat ik niet hoef te zeggen dat hij zo meteen die vraag gaat beantwoorden. Ik kan hier dus met een volmondig ja op antwoorden. ",Schoof,Minister Schoof,15
"Voorzitter. Dan een aantal aspecten die te maken hebben met onder andere de integratie; het zijn een aantal wat kortere punten. Ik heb er al veel over gezegd dat wat mij betreft … Ik wacht even, voorzitter, want u moet de interruptie toestaan. ",Schoof,Minister Schoof,15
"Het hoeft nauwelijks betoog dat ook het geweld van de Maccabi-supporters en de taal die daarbij gebruikt is, in de sterkste bewoordingen moet worden veroordeeld. Dat heb ik op een aantal momenten, ook gisteren en overigens ook eergisteren, gedaan. Maar ik heb er steeds bij gezegd — ik vind het belangrijk om dat ook vandaag te herhalen — dat dat geen enkel excuus kan zijn voor hetgeen vervolgens in Amsterdam in de nacht na de wedstrijd is gebeurd. ",Schoof,Minister Schoof,15
"Voorzitter. Ik veroordeel dit in de sterkste bewoordingen. Ik vind het verwerpelijk. Tegelijkertijd blijf ik daar elke keer de zin achteraan zeggen: vandaag voeren we het debat over het antisemitisme, en er is op geen enkele manier een excuus voor antisemitisme. Maar dat mensen zich bedreigd hebben gevoeld door hetgeen tegen hen is gezegd, begrijp ik heel goed. Ik ben blij dat in die zin het geweld daar beperkt is gebleven. Maar het is verwerpelijk en dat moge volstrekt helder zijn. Tegelijkertijd blijf ik herhalen dat we hier vandaag een antisemitismedebat hebben. Nogmaals, datgene wat er die nacht is gebeurd, antisemitisch geweld, tart elke beschrijving en daar hebben we vandaag een debat over. ",Schoof,Minister Schoof,15
"Voorzitter, nogmaals. Voor de derde keer: ik veroordeel het geweld van de Maccabi-supporters ook in de sterkst mogelijke bewoordingen. Het had gewoon niet moeten gebeuren. Het is verwerpelijk. Punt. ",Schoof,Minister Schoof,15
Daar hebben we echt wel even tijd voor nodig. Laten we zeggen: begin volgend jaar. ,Schoof,Minister Schoof,15
"Voorzitter. De heer Dijk vroeg naar het oplossen van de problemen: ""Het oplossen van deze problemen vraagt om investeringen in onze samenleving: conciërges op scholen, jongerenwerkers in de buurt, agenten op straat en mensen die kinderen en jongeren kennen en kunnen normeren. Is het kabinet bereid hierin te investeren?"" De minister van Sociale Zaken zal samen met BZK, OCW en JenV aan de slag gaan met de inzet op ondersteuning van kwetsbare wijken, scholen en de docenten in die wijken, want zij verdienen deze ondersteuning. Er ligt een belangrijke taak bij gemeenten om de sociale stabiliteit te waarborgen. De minister van SZW zal hiermee aan de slag gaan in gesprek met jeugd- en welzijnswerk en de verschillende gemeenschappen, waaronder de moslimgemeenschap. Daarnaast zal de minister van SZW werk maken van de aanpak gericht op onlinepolarisatie en radicalisering, want jongeren worden te veel beïnvloed door de onlinewereld. We gaan het versterkte effect van de verspreiding van onverdraagzame informatie op mensen verbreken. Daarnaast was er de vraag of mensen die hier komen direct de taal kunnen leren en of we hun kunnen toestaan om direct aan het werk te gaan. Dit slaat met name op asielzoekers. In Nederland mag je werken als je aanvraag ten minste zes maanden in behandeling is. Dat past binnen de huidige Europese Opvangrichtlijn. Als onderdeel van de implementatie van de herziene Opvangrichtlijn zal het kabinet ook kijken naar de wachttermijn. Daarbinnen kan mogelijk gedifferentieerd worden naar de kansrijkheid van de asielaanvraag. De minister van SZW heeft hierover op 11 juni, onder het vorige kabinet, een brief naar uw Kamer gestuurd. In het regeerprogramma staat dat het kabinet asielzoekers van wie de kans groot is dat zij een asielvergunning krijgen, wil stimuleren om deel te nemen aan de arbeidsmarkt en dat het kabinet belemmeringen weg wil nemen. Mevrouw Yeşilgöz vroeg: gaan we de taaleis in de bijstand niet schrappen? Het wetsvoorstel Participatiewet in balans regelt de generieke participatieplicht die in beginsel geldt voor alle bijstandsgerechtigden. Hierbinnen kan een bijstandsgerechtigde verplicht worden om te werken aan het beheersen van de Nederlandse taal. De regering neemt de zorgen van de VVD-fractie serieus en is bereid hierover met de Kamer in gesprek te gaan. Voorzitter. Tot slot de weekendscholen en financiering uit onvrije landen. Daar zijn door onder andere de heer Jetten en mevrouw Yeşilgöz vragen over gesteld, op verschillende manieren. Binnen de juridische kaders van de Grondwet worden stappen gezet om onwenselijke en excessieve elementen als antidemocratisch en antirechtsstatelijk onderwijs verder in te perken. We werken aan het wettelijk toezicht op informeel onderwijs, met veel aandacht voor de uitvoerbaarheid. Het wetsvoorstel is gisteren in internetconsultatie gegeven. Het doel is dat signalen van haat en geweld gevolgen voor scholen krijgen. Als een organisatie activiteiten ontplooit die erop gericht zijn de rechtsstaat of het openbaar gezag te ondermijnen, kan worden ingegrepen, bijvoorbeeld middels bevriezing van tegoeden, een verbod op ontvangsten van bepaalde donaties of een meldplicht aan het Openbaar Ministerie bij bepaalde donaties. Het kabinet gaat voorts onwenselijke beïnvloeding vanuit het buitenland tegen met een verbod op ongewenste buitenlandse financiering van onder meer Nederlandse verenigingen, stichtingen, kerkgenootschappen of informele organisaties. Het wetsvoorstel Transparantie maatschappelijke organisaties is hierop gericht. Voorzitter. Hiermee wou ik mijn bijdrage in de eerste termijn beëindigen en het woord overgeven aan de minister van Justitie en Veiligheid, maar dat zal nog even duren. ",Schoof,Minister Schoof,15
"Ik vrees dat het inderdaad iets genuanceerder ligt, want er liggen heel veel trajecten die met hele grote spoed moeten worden opgepakt. Dat is het lot van regeren, hoor ik mevrouw Yeşilgöz al denken. Maar wij zullen ernaar kijken. Ik denk dat we wel even tijd nodig hebben, ook voor de planningsbrief. We moeten namelijk even goed kijken wat we allemaal op de rol hebben zitten en kunnen niet alles tegelijk; daar vraag ik ook even aandacht voor. Maar we zullen spoedig met een planningsbrief komen. ",Schoof,Minister Schoof,15
"Ik kan het op dit punt alleen maar eens zijn met de heer Jetten, want discriminatie is in Nederland niet alleen ongewenst, maar ook gewoon verboden. Ik gaf al eerder aan dat we met diverse organisaties rond de tafel zitten, in eerste instantie over antisemitisme, maar vervolgens ook over andere discriminatoire aspecten in de Nederlandse samenleving. Daar zullen we ook deze onderwerpen heel nadrukkelijk meenemen. Het gaat vanavond ook over antisemitisme, dus de focus die het kabinet nu aanbrengt is wel antisemitisme, maar we zullen de andere aspecten echt niet vergeten. ",Schoof,Minister Schoof,15
"Ik begon even te lachen omdat de verzoeken zich opstapelen, maar ik begrijp dat. We zullen kijken hoe we dit allemaal goed kunnen plannen naast het regeerprogramma, dat ook met grote stevigheid en stelligheid moet worden uitgevoerd. Dit kabinet staat namelijk voor veel prioriteiten. ",Schoof,Minister Schoof,15
"Het is macaber toeval dat wij net komen met ons actieplan antisemitisme, terwijl het antisemitische geweld afgelopen donderdagnacht zo oplaaide in Amsterdam. Dat heeft er wel toe geleid dat de gesprekken met de Joodse maatschappelijke organisaties en de discussie in de ministerraad gisteren hebben geleid tot een voor de minister van JenV zeer welkome aanscherping, waarmee we de actualiteit met meer urgentie konden verwerken in datgene wat we de komende periode met het actieplan van plan zijn. Ik ga ervan uit dat u deze aspecten ook terug zult zien in het actieplan. De minister van Justitie en Veiligheid zal zo meteen ook een aantal dingen zeggen over dit actieplan. ",Schoof,Minister Schoof,15
"De beantwoording is er namens het kabinet uit gegaan. Daarin staat dus wat er staat. Dat valt samen met datgene wat ik eerder heb gezegd over de groepen jongeren die met dat antisemitische geweld duidelijk laten zien dat ze met de rug naar onze samenleving staan. Daarom wordt er ook in de brief gesproken — dat heeft hij ook gezegd — over islamitische jongeren die voor een groot deel niet achter de waarden staan. Dat is iets ander dan ""een groot deel van de islamitische jongeren"". Dat gaat dus over die groepen. ",Schoof,Minister Schoof,15
"Ik heb eerder vanavond op meerdere manieren laten blijken hoe ik tegen alle Nederlanders aankijk, ook ten aanzien van Nederlanders met een langere of kortere migratieachtergrond. Het zijn voor mij allemaal Nederlanders, maar het gaat mij om de groep jongeren met een migratieachtergrond die hun rug naar de Nederlandse samenleving keren. Daar praat ik over. Daar praat de heer Nobel over. Brieven die het kabinet stuurt, zijn naar mijn mening nooit vodden, maar dat geheel terzijde. U heeft zeer binnenkort, volgens mij 25 november, een uitvoerig wetgevingsoverleg met de staatssecretaris. Het lijkt mij dat u in dat wetgevingsoverleg uitvoerig met de heer Nobel van gedachten kan wisselen. Ik heb vanavond op hoofdlijnen echt heel helder aangegeven hoe ik ertegen aankijk. ",Schoof,Minister Schoof,15
"Er is geen enkele reden om staatssecretaris Nobel terecht te wijzen. Hij ziet uit naar het debat, het WGO, dat hij met iedereen in deze Kamer kan voeren. De tekst die ik heb uitgesproken en de beantwoording van de Kamervragen door de heer Nobel zijn beide namens het kabinet, dus daar zit per definitie geen licht tussen. ",Schoof,Minister Schoof,15
"Dit kabinet wil heel veel werk maken van het asielbeleid. Dat is de heer Bontenbal ook bekend. Daarover heeft u bij de begrotingsbehandeling uitvoerig van gedachten gewisseld met de minister van Migratie en Asiel. Zij zal alles in het werk stellen om datgene wat we in het kabinet hebben afgesproken, ook te doen. Daar hoort ook het op orde brengen van de asielketen bij. ",Schoof,Minister Schoof,15
"De minister van Asiel en Migratie, mevrouw Faber, zal echt alles doen om ervoor te zorgen dat we grip krijgen op asiel. Daar hoort het op orde brengen van de asielketen expliciet bij. ",Schoof,Minister Schoof,15
Het kabinet heeft met de beantwoording van de vragen die gesteld zijn het antwoord gegeven. Ik heb vandaag mijn betoog gehouden. Dat is wat mij betreft geheel daarmee in lijn. ,Schoof,Minister Schoof,15
"Ik denk dat ik vanavond buitengewoon helder ben geweest in mijn bewoordingen. Ik denk dat ik vrij scherp het onderscheid heb aangebracht wat betreft waar ik vind dat we te maken hebben met een migratieprobleem. Tegelijkertijd weet ik dat er eind van de middag antwoorden naar de Kamer zijn gegaan. Ik heb die antwoorden op dit moment niet bij me. Ik heb ze overigens vlak van tevoren wel gezien, maar ik heb ze hier absoluut niet bij de hand. Wat mij betreft zit daar geen ruimte. We kunnen nu ongetwijfeld met elkaar het debat voeren over de vraag of er wel of geen ruimte is. Maar ik hoop dat degenen die hier nu in de Kamer zitten en degenen die kijken naar dit debat mijn woorden goed begrepen hebben. Ik weet zeker dat de heer Nobel die onderschrijft. ",Schoof,Minister Schoof,15
"Ik heb het geweld van de Maccabisupporters in een aantal termen scherp veroordeeld en verwerpelijk genoemd. Ik heb vanavond ook gesproken en die woorden gelden. Ik heb vanmiddag, althans vanochtend vroeg, ook met de heer Nobel gesproken over de uitspraken die hij heeft gedaan. Hij heeft de antwoorden aan de Kamer gestuurd. Nogmaals, wat mij betreft is daarmee de zaak gesloten, want er zit geen ruimte tussen de heer Nobel en mij. ",Schoof,Minister Schoof,15
"Je kan op vele manieren met je ministers communiceren. Eén daarvan is bellen. Dat hebben we 's ochtends gedaan met de minister van Justitie en Veiligheid, de minister van Buitenlandse Zaken en de minister van IenW. Overigens had ik ook een gesprek met burgemeester Halsema aan het eind van de dag. Tussendoor is er veel berichtenverkeer geweest. Ik was natuurlijk niet alleen in Boedapest, net zoals ook mijn collega's niet alleen waren. Er is ook veel communicatie geweest via de medewerkers. Op die manier heb ik permanent de vinger aan de pols kunnen houden en ook datgene kunnen doen wat een premier hoort te doen. Overigens was dat in een situatie waarin de rust tot op zekere hoogte was weergekeerd in Amsterdam. Het was ook het moment waarop mevrouw Halsema vrijdag haar persconferentie heeft gegeven. ",Schoof,Minister Schoof,15
"Ik heb als premier in Boedapest in de ochtend, nog afgezien van de incidenten en het verschrikkelijke antisemitische geweld in Amsterdam, datgene gedaan wat ik moest doen. Daarbij was de rol van de premier ook duidelijk en nuttig ten opzichte van datgene wat de minister van Justitie en Veiligheid en de burgemeester van Amsterdam moesten doen in de hele nasleep van wat er in Amsterdam gebeurde. Ik heb mij gedurende de hele dag permanent op de hoogte laten houden van alles wat er speelde. Ik heb me ook nadrukkelijk eerst 's ochtends vroeg via de Nederlandse media kunnen richten tot de Nederlander en de Amsterdammer. Ik heb dat later, ook omdat het internationaal erg groot werd, tussen de middag op een wel heel bijzondere en grootschalige manier nog eens kunnen doen voor de voltallige internationale pers. U weet hoe het is bij Europese toppen. Het was ontzettend belangrijk om dat te kunnen doen. Dat had ik nooit op een andere manier kunnen doen dan daar. Ik heb het in de Europese Raad kunnen adresseren en er ook met de collega-regeringsleiders over gesproken, omdat dit probleem zich weliswaar op deze manier uitte in Amsterdam, maar mijn Duitse of Franse collega er ook dagdagelijks mee worstelt. Ook daar hebben we met elkaar in de Raad over gesproken. Ik heb ook gevraagd om steun uit te spreken voor het feit dat we iets moeten doen aan het antisemitisch geweld dat we hebben gezien. Overigens hebben veel regeringsleiders daar gehoor aan gegeven. Vervolgens ben ik teruggekeerd naar Nederland op het moment dat het gewoon echt volstrekt normaal was. Iedereen wist namelijk wat zijn taak was en wist wat hij moest doen, om het maar plastisch te zeggen. Zodra ik terug was, ben ik naar de Joodse organisatie gegaan. Die hebben dat zeer gewaardeerd. Dat had eerder waarschijnlijk ook geen zin gehad. Dit was op een hele bijzondere dag, ook voor de Joodse gemeenschap, en toch was ik daar die avond welkom en ben ik het hele weekend verder doorgegaan met datgene wat te maken heeft met Amsterdam. Ik zeg dus tegen de heer Timmermans: ik heb volgens mij datgene gedaan wat ik moest doen. Ik was er. Ik was hoorbaar, ik was zichtbaar en ik was in charge. ",Schoof,Minister Schoof,15
"Voorzitter, dank u wel. We zullen de verschillende moties gedrieën behandelen. We zullen het motienummer dus allemaal elke keer goed noemen. Het gaat namelijk niet op volgorde van de indiening. Dat maakt het wellicht ietsje complexer, maar ik ga ervan uit dat het daarmee goedkomt. Ik zeg dit overigens onder dankzegging voor het debat aan de Kamer. Ik denk namelijk dat we vandaag een belangrijk debat hebben gevoerd, ook voor de toekomst van Nederland en de vele mensen die in dit land wonen. De moties op de stukken nrs. 5 en 6 zijn buitengewoon waardevolle moties, maar het zijn spreekt-uitmoties. Dat betekent dat ik er geen oordeel over geef. De motie op stuk nr. 10, over onderwijsinstellingen financieel bestraffen, ontraad ik. Bijeenkomsten zijn aan de instellingen zelf. In verband met de academische vrijheid mengt de minister zich daar niet in. Maar laat het volgende duidelijk zijn. Eén. Holocaustonderwijs is verplicht. Twee. Bij strafbare feiten, antisemitisme of discriminatie kan aangifte gedaan worden en zal vervolging plaatsvinden. Over de motie op stuk nr. 13 van mevrouw Van der Plas laat ik het oordeel aan de Kamer, met dien verstande dat wij hierover informatie zullen vragen bij het Commissariaat voor de Media, want wij kunnen het Commissariaat voor de Media geen opdrachten geven. Dat verhoudt zich niet tot de onafhankelijkheid. Dan de motie op stuk nr. 14 van mevrouw Bikker over meer wijkagenten en extra financiering voor de herinneringscentra. Daarover laat ik het oordeel aan de Kamer, met dien verstande dat er, behoudens het budget dat daar in het hoofdlijnenakkoord voor beschikbaar is, geen extra middelen beschikbaar zijn voor extra agenten. Ten aanzien van de herinneringscentra is de motie sympathiek. Daar gaan we dus mee aan de slag. Dan de motie op stuk nr. 18 van de heer Timmermans over het bij de Voorjaarsnota vrijmaken van middelen om te waarborgen dat elke leerling naar een herinneringscentrum kan. Ik verzoek de heer Timmermans om de motie aan te houden. Het is een actiepijler in het Nationaal Plan Versterking Holocausteducatie. Er loopt een verkenning naar de gevolgen van de toenemende bezoeken alsook naar belemmerende factoren. Dat onderzoek komt in het voorjaar beschikbaar. Dan zouden we de zaak in het voorjaar met elkaar kunnen hernemen, ook in relatie tot de Voorjaarsnota. ",Schoof,Minister Schoof,15
"Dan ga ik naar de motie op stuk nr. 20, ook van de heer Timmermans, over het zo spoedig mogelijk organiseren van een gesprek met vertegenwoordigers van de islamitische gemeenschap. Ik laat het oordeel daarover aan de Kamer. Ik heb al gezegd dat ik met de organisaties van diverse levensbeschouwelijke richtingen en religies in gesprek ga. Daar horen vertegenwoordigers van de islamitische gemeenschap nadrukkelijk bij. Dan de motie op stuk nr. 21 van de VVD over de actieagenda integratie. Ik laat het oordeel aan de Kamer. De motie op stuk nr. 24 is een spreekt-uitmotie. Geen oordeel. De motie op stuk nr. 25 van de heer DENK gaat over de UEFA en het weren van Israëlische teams. ",Schoof,Minister Schoof,15
"O, dat is toch even … Het is nog geen 23.00 uur. Ik zou dus eigenlijk nog volledig scherp moeten zijn, met excuus. De motie op stuk nr. 25 is dus van de heer Van Baarle en gaat over het door de UEFA weren van Israëlische teams. Ik ontraad deze motie. Er is geen sportboycot tegen Israël. De motie op stuk nr. 26 van de heer Dijk van de SP gaat over een kabinetsvisie over het bestrijden van segregatie. Ik ontraad de motie, maar tegelijkertijd zeg ik de heer Dijk toe dat wij zullen kijken in hoeverre we een aantal aspecten daarvan kunnen meenemen in het actieplan integratie naar aanleiding van de motie op stuk nr. 21 van de VVD. Mijn laatste motie — althans, de laatste motie die bij mij zit — is de motie op stuk nr. 29 over een agenda voor versterking van gemeenschappelijke waarden om de zwijgcultuur te doorbreken. Ik laat het oordeel aan de Kamer. Het is wel veelomvattend. De ambitie zou dus heel groot kunnen zijn. Ik zit dus wel te zoeken naar hoe we dat met elkaar enigszins kunnen beperken. Ook dat neem ik graag mee in het door de VVD in de motie op stuk nr. 21 gevraagde actieprogramma. Voorzitter, daarmee ben ik door mijn moties heen. ",Schoof,Minister Schoof,15
"Jaja, ik laat 'm nog even op me inwerken. Het moge duidelijk zijn dat ... Ik zou hem eigenlijk moeten ontraden, zou ik bijna zeggen, vanwege het dictum. Tegelijkertijd gaat het overleg wel plaatsvinden, dus daarover is geen zorg nodig. Maar ik kan inderdaad het dictum niet onderschrijven. ",Schoof,Minister Schoof,15
"Die gesprekken gaan plaatsvinden. Dat gaat het kabinet gewoon doen. Voor het overige ontraad ik nu de motie. Met excuus, want het is te snel gegaan. Dat kan gebeuren op dit late tijdstip. ",Schoof,Minister Schoof,15
"Met excuus, bij mij is deze gewoon te snel gegaan. Ik ben daarop gewezen en dat heeft niets te maken met het feit dat mevrouw Yeşilgöz in vak K zit of niet. ",Schoof,Minister Schoof,15
"Ik was vooral gefocust op het feit dat werd verzocht om een gesprek. Dat gesprek gaat zonder meer plaatsvinden. Ik heb in mijn eerste termijn al aangegeven dat dit met diverse religieuze organisaties zal gebeuren. Er is mij nogmaals gewezen op de overweging — nou zeg ik het goed, geloof ik — en de overweging deelt het kabinet niet. Het gesprek zal, zoals gezegd, nog steeds plaatsvinden, maar doordat ik de overweging niet deel, kan ik de motie bij nadere lezing niet anders dan ontraden. ",Schoof,Minister Schoof,15
"Ik ga het doen. Dus als we de discussie kunnen staken over het dictum, de overweging of wat dan ook, kunnen we verder. De gesprekken gaan plaatsvinden. Daar is in ieder geval volstrekte helderheid over. En de overweging kan het kabinet niet delen. ",Schoof,Minister Schoof,15
Ik heb ook gezegd dat het heel omvattend is wat de heer Dijk vraagt. We moeten dan wel kijken hoe we dat bij elkaar kunnen brengen. Dan kan dat wat mij betreft. ,Schoof,Minister Schoof,15
"Voorzitter, dank u. Ik zal proberen kort, duidelijk en toch ook volledig te zijn, want ik denk dat ik daar iedereen een plezier mee doe. Ik begin met de vragen van heel veel Kamerleden met betrekking tot de uitspraken van de minister van Defensie. Vooropgesteld: er is geen land dat meer naar vrede snakt dan Oekraïne, maar het kan niet stoppen met vechten zolang Rusland blijft aanvallen. Daarom blijven we Oekraïne helpen met hun gerechtvaardigde zelfverdediging. Uiteindelijk zal er worden onderhandeld. Voor ons blijft daarbij de leidraad — laat daar geen misverstand over bestaan — dat Oekraïne leidend is als het gaat om de inzet en de voorwaarden bij de eventuele onderhandelingen met Rusland om een rechtvaardige en duurzame vrede te bewerkstelligen. De territoriale integriteit en het voortbestaan van de vrije en democratische staat Oekraïne is cruciaal, ook voor de veiligheid van Europa, het bondgenootschap en Nederland. Er zit wat dat betreft geen enkel licht tussen welk lid van het kabinet dan ook, laat staan tussen de drie die hier betrekking op hebben: de minister van Defensie, de minister van Buitenlandse Zaken en ondergetekende. Als die onderhandelingen er komen, dan is dat breder dan alleen over Oekraïne. Dan gaat het over de Europese veiligheid. Een slechte deal, om maar de woorden van de nieuwe Amerikaanse president te gebruiken, na 20 januari kan Europa en Nederland keihard raken. Maar alleen als Poetin tot staan wordt gebracht, kunnen we de Europese veiligheid waarborgen. Voorzitter ... ",Schoof,Minister Schoof,15
"O, ik dacht even dat u vroeg: was dit het blokje? Toen dacht ik: ho! Maar ik heb zes blokjes. Sorry, voorzitter, dat was ik nog vergeten te vertellen. Ik heb een blokje Oekraïne. Dan een blokje Israël-Gaza. Dan een blokje Syrië. Dan een blokje Europa, defensie, geld. Dan een blokje EU en de wereld, waaronder ook Mercosur. Dan nog een paar losse onderwerpen, die ook belangrijk zijn. ",Schoof,Minister Schoof,15
"Mevrouw Piri vroeg of er een signaal was vanuit Zelensky dat hij nu wil onderhandelen. Het technische antwoord is ja. Zelensky heeft aangegeven dat wat hem betreft 2025 het jaar van de vrede wordt en dat hij ook bereid is om tot een staakt-het-vuren te komen, waarbij de terugkeer van bezette gebieden niet met militaire, maar met politieke middelen wordt verwezenlijkt. In termen van veiligheidsgaranties noemt hij meestal de NATO daar meteen bij. Mevrouw Piri vroeg ook: beseft de premier dat een slechte deal er alleen voor zorgt dat de Russische Federatie zich klaar kan maken voor de volgende fase? Ja. Daarom zetten we ons in voor een duurzame en rechtvaardige vrede voor Oekraïne. Oekraïne — ik herhaal het nog maar eens — is daarin leidend. Dat is niet alleen van belang voor de Oekraïense veiligheid, maar heeft ook bredere implicaties. Daarom is het zaak om Oekraïne te blijven steunen, de druk op Rusland te blijven opvoeren, als Europa betrokken te zijn bij de onderhandelingen en tegelijkertijd werk te maken van onze eigen weerbaarheid. Zetten we ons dan in om de Amerikanen ervan te overtuigen dat het ook in hun belang is dat de Russen verliezen? Het is van belang om geen overhaaste conclusies te trekken over de wijziging in het VS-beleid ten aanzien van Oekraïne. Nederland blijft Oekraïne actief en onverminderd steunen, zowel politiek, militair, financieel als moreel. De betrekkingen tussen Nederland en de Verenigde Staten zijn hecht. Nederland is doorlopend met de VS in gesprek over onze gedeelde belangen en uitdagingen. Oekraïne is daarbij prioriteit. Deze gesprekken blijven we voeren en hebben we overigens ook al gevoerd. De heer Dassen vroeg of de mp bereid is bij vrede aan te sluiten bij een coalition of the willing voor een vredesmacht. Ik wil hier niet te veel vooruitlopen op de situatie. De prioriteit is om Oekraïne onverminderd en actief te steunen, juist om Oekraïne in een positie van kracht te plaatsen. Dat is noodzakelijk voor de onderhandelingen, als die gaan plaatsvinden. Nederland sluit op voorhand geen opties uit voor steun aan Oekraïne, ook wat betreft veiligheidsgaranties, want — ik herhaal het nog maar eens — een veilig Oekraïne is ook in het belang van Europa en Nederland. Maar het is nu echt nog te vroeg om iets te zeggen over een eventuele deelname aan vredesmissies of veiligheidsgaranties. De heer Paternotte vroeg of de mp bereid is zich in te zetten om Oekraïne lid te maken van JEF. Dat is de Joint Enhancement Force, als ik het goed zeg. Maar we weten waar we het over hebben. Ik was daar gistermiddag en -avond nog. Ja, Nederland heeft tijdens de JEF-top steun uitgesproken voor het JEF-lidmaatschap van Oekraïne. Over de reacties van de andere JEF-leden kan hier vanwege vertrouwelijkheid op dit moment nog niet worden teruggekoppeld. Tijdens de JEF-top is er nadrukkelijk gesproken over het belang van het aanpakken van de sanctieontwijking door Rusland, ook wat betreft de schaduwvloot. De heer Paternotte vroeg ook of ik bereid ben mij uit te spreken voor het NAVO-lidmaatschap, zoals de Poolse minister-president. De Nederlandse positie is helder: de toekomst van Oekraïne ligt in de NAVO. Ook bij de summit zijn wij akkoord gegaan met de formulering ""irreversible"", zoals u weet. Oekraïne zal lid worden — dat is wel belangrijk — wanneer aan de voorwaarden is voldaan en wanneer er consensus is onder bondgenoten. Dan de vraag van de heer Paternotte en mevrouw Piri. Ben ik bereid de Oekraïense steun op te hogen? Waarom weigert het kabinet om extra militaire steun te leveren? Ik wil het beeld rechtzetten dat Nederland nu niet volop bezig zou zijn met militaire en niet-militaire steun. Nederland heeft in totaal 10 miljard aan militaire steun toegezegd en daarnaast ook nog eens 7 miljard aan civiele steun. We zijn ook druk bezig met investeringen in de defensie-industrie. Dit jaar zijn Patriotdelen, rakketten, munitie, tanks, geavanceerde drones en F-16's geleverd. Ik weet dat Defensie meer op de planning heeft staan. Kortom, onze steun staat zeker niet stil. Het kabinet spant zich in om Oekraïne te blijven steunen. U kent de tekst van het Nederlandse kabinet: as long as it takes, as much as needed. Dat zal de lijn zijn die Nederland blijft hanteren. De heer Eerdmans vroeg of we als Rusland agressief wordt, troepen sturen ter verdediging van het NAVO-grondgebied. Met de Russische invasie van Oekraïne is de dreiging voor Europa een stuk dringender geworden. In reactie daarop zijn overigens al verschillende stappen gezet om de afschrikking en verdediging van de NAVO te versterken. De NAVO zal de benodigde stappen blijven zetten. Nederland heeft daar op verschillende manieren aan bijgedragen, onder andere door de inzet in Litouwen. Op dit moment doen we dat overigens ook met de rotation voor vier maanden van onze F-35's in het kader van air policing in Slowakije en Roemenië. Wij zullen dat overigens blijven doen. Dan vroeg de heer Eerdmans wat ik vind van de opmerking van de heer Rutte, namelijk: wat in Oekraïne gebeurt, kan hier over een paar jaar ook gebeuren. Het staat buiten kijf dat de veiligheidssituatie ingrijpend is veranderd sinds de grootschalige Russische agressieoorlog tegen Oekraïne. Dat heeft ook impact gehad op Europa, met onder andere migratiestromen, cyberdreigingen en hybride aanvallen zoals luchtruimschendingen. Het is duidelijk dat het verloop van de oorlog in Oekraïne ook de veiligheid van Europa fundamenteel raakt. We leven niet in tijden van oorlog, maar ook zeker niet meer in tijden van vrede. Het is zaak dat we werk maken van onze eigen weerbaarheid, afschrikking en verdediging. Zoals u weet, heeft het kabinet u daar laatst een brief over gestuurd. De heer Paternotte vroeg of het kabinet bereid is in te zetten op een militair Schengen. We richten ons op een zone in Europa waarin NAVO-militairen zich heel snel kunnen verplaatsen. Daarmee kunnen we de afschrikking vergroten. ",Schoof,Minister Schoof,15
